DIA,MES,HORA,MIN,Vlo_change,Emp_change,temporada_alta,periodo_dia,DIANOM,MESNOM,Des_I,TIPOVUELO,OPERA,atraso_15
1,1,16,20,0,1,1,tarde,Domingo,Ene,SCCI,N,Grupo LATAM,0
1,1,16,40,0,0,1,tarde,Domingo,Ene,SAEZ,I,Grupo LATAM,0
1,1,16,45,0,0,1,tarde,Domingo,Ene,SABE,I,Aerolineas Argentinas,0
1,1,16,55,0,1,1,tarde,Domingo,Ene,SCSE,N,Grupo LATAM,0
1,1,17,15,0,0,1,tarde,Domingo,Ene,SCFA,N,Grupo LATAM,0
1,1,17,15,0,0,1,tarde,Domingo,Ene,SABE,I,Grupo LATAM,0
1,1,17,20,0,0,1,tarde,Domingo,Ene,SCDA,N,Grupo LATAM,0
1,1,17,25,0,1,1,tarde,Domingo,Ene,SCIE,N,Grupo LATAM,0
1,1,17,25,0,0,1,tarde,Domingo,Ene,SCDA,N,Sky Airline,0
1,1,17,30,0,0,1,tarde,Domingo,Ene,SCQP,N,Sky Airline,0
1,1,17,30,0,1,1,tarde,Domingo,Ene,SCTE,N,Grupo LATAM,1
1,1,17,40,0,0,1,tarde,Domingo,Ene,SACO,I,Grupo LATAM,0
1,1,17,50,0,1,1,tarde,Domingo,Ene,SCCF,N,Grupo LATAM,0
1,1,17,50,0,0,1,tarde,Domingo,Ene,SCSE,N,Sky Airline,0
1,1,17,50,0,0,1,tarde,Domingo,Ene,SCFA,N,Sky Airline,0
1,1,18,0,0,1,1,tarde,Domingo,Ene,SEGU,I,Grupo LATAM,0
1,1,18,25,0,0,1,tarde,Domingo,Ene,SCCF,N,Sky Airline,0
1,1,18,25,0,0,1,tarde,Domingo,Ene,SACO,I,Sky Airline,0
1,1,18,30,0,1,1,tarde,Domingo,Ene,SCQP,N,Grupo LATAM,0
1,1,18,35,0,1,1,tarde,Domingo,Ene,SCDA,N,Grupo LATAM,0
1,1,18,35,0,1,1,tarde,Domingo,Ene,SCCF,N,Grupo LATAM,0
1,1,18,45,0,1,1,tarde,Domingo,Ene,SCAT,N,Grupo LATAM,0
1,1,19,5,0,0,1,noche,Domingo,Ene,SCAT,N,Sky Airline,0
1,1,19,5,0,1,1,noche,Domingo,Ene,SCIE,N,Grupo LATAM,0
1,1,19,10,0,1,1,noche,Domingo,Ene,SCFA,N,Grupo LATAM,0
1,1,19,15,0,0,1,noche,Domingo,Ene,SCTE,N,Sky Airline,0
1,1,19,15,0,1,1,noche,Domingo,Ene,SCSE,N,Grupo LATAM,0
1,1,19,25,0,0,1,noche,Domingo,Ene,SAEZ,I,Aerolineas Argentinas,0
1,1,19,30,0,0,1,noche,Domingo,Ene,SBGR,I,Grupo LATAM,0
1,1,19,45,0,0,1,noche,Domingo,Ene,SCDA,N,Grupo LATAM,0
1,1,19,50,0,1,1,noche,Domingo,Ene,SPJC,I,Grupo LATAM,0
1,1,19,55,0,0,1,noche,Domingo,Ene,LEMD,I,Grupo LATAM,1
1,1,20,0,0,1,1,noche,Domingo,Ene,SCTE,N,Grupo LATAM,0
1,1,20,10,0,0,1,noche,Domingo,Ene,SPJC,I,Grupo LATAM,0
1,1,20,15,0,0,1,noche,Domingo,Ene,SABE,I,Grupo LATAM,0
1,1,20,15,0,0,1,noche,Domingo,Ene,SCIE,N,Sky Airline,0
1,1,20,20,0,0,1,noche,Domingo,Ene,SCDA,N,Grupo LATAM,0
1,1,20,20,0,1,1,noche,Domingo,Ene,SCIE,N,Grupo LATAM,0
1,1,20,30,0,0,1,noche,Domingo,Ene,SCTE,N,Grupo LATAM,0
1,1,20,50,0,0,1,noche,Domingo,Ene,SCAR,N,Sky Airline,0
1,1,20,55,0,1,1,noche,Domingo,Ene,SCAR,N,Grupo LATAM,0
1,1,21,10,0,1,1,noche,Domingo,Ene,SCFA,N,Grupo LATAM,0
1,1,21,10,0,0,1,noche,Domingo,Ene,CYYZ,I,Air Canada,1
1,1,21,15,0,0,1,noche,Domingo,Ene,SCFA,N,Sky Airline,0
1,1,21,15,0,0,1,noche,Domingo,Ene,SCDA,N,Sky Airline,0
1,1,21,35,0,1,1,noche,Domingo,Ene,SCTE,N,Grupo LATAM,0
1,1,21,40,0,0,1,noche,Domingo,Ene,SAEZ,I,Sky Airline,0
1,1,21,50,0,0,1,noche,Domingo,Ene,KATL,I,Delta Air,0
1,1,22,0,0,0,1,noche,Domingo,Ene,KMIA,I,American Airlines,0
1,1,22,10,0,0,1,noche,Domingo,Ene,SUMU,I,Grupo LATAM,0
1,1,22,30,0,0,1,noche,Domingo,Ene,SPJC,I,Grupo LATAM,1
1,1,22,30,0,0,1,noche,Domingo,Ene,SABE,I,Aerolineas Argentinas,0
1,1,22,30,0,0,1,noche,Domingo,Ene,KDFW,I,American Airlines,0
1,1,22,40,0,0,1,noche,Domingo,Ene,KIAH,I,United Airlines,0
1,1,22,40,0,0,1,noche,Domingo,Ene,SPJC,I,Sky Airline,0
1,1,22,45,0,0,1,noche,Domingo,Ene,KMIA,I,Grupo LATAM,1
1,1,23,0,0,0,1,noche,Domingo,Ene,KJFK,I,Grupo LATAM,0
1,1,23,30,0,0,1,noche,Domingo,Ene,KMIA,I,American Airlines,0
1,1,23,35,0,0,1,noche,Domingo,Ene,KMIA,I,Grupo LATAM,0
1,1,23,45,0,0,1,noche,Domingo,Ene,MMMX,I,Grupo LATAM,0
1,1,23,50,0,0,1,noche,Domingo,Ene,SCAR,N,Grupo LATAM,0
2,1,23,55,0,0,1,noche,Lunes,Ene,KLAX,I,Grupo LATAM,1
2,1,23,55,0,0,1,noche,Lunes,Ene,SAEZ,I,Grupo LATAM,1
2,1,0,5,0,0,1,noche,Lunes,Ene,NZAA,I,Grupo LATAM,1
2,1,0,15,0,0,1,noche,Lunes,Ene,MMMX,I,Aeromexico,0
2,1,0,15,0,0,1,noche,Lunes,Ene,SBGL,I,Grupo LATAM,1
2,1,1,15,0,1,1,noche,Lunes,Ene,SPJC,I,Latin American Wings,1
2,1,1,15,0,0,1,noche,Lunes,Ene,SKBO,I,Grupo LATAM,0
2,1,1,23,0,0,1,noche,Lunes,Ene,MPTO,I,Copa Air,0
2,1,1,30,0,0,1,noche,Lunes,Ene,SCCI,N,Grupo LATAM,0
2,1,1,33,0,0,1,noche,Lunes,Ene,SKBO,I,Avianca,0
2,1,1,42,0,0,1,noche,Lunes,Ene,MPTO,I,Copa Air,0
2,1,2,5,0,0,1,noche,Lunes,Ene,SBGL,I,Gol Trans,0
2,1,3,20,0,0,1,noche,Lunes,Ene,MPTO,I,Copa Air,0
2,1,4,10,0,0,1,noche,Lunes,Ene,SBGR,I,Grupo LATAM,0
2,1,4,10,0,0,1,noche,Lunes,Ene,SCAR,N,Grupo LATAM,0
2,1,4,40,0,0,1,noche,Lunes,Ene,SCDA,N,Grupo LATAM,0
2,1,4,40,0,0,1,noche,Lunes,Ene,SCFA,N,Grupo LATAM,0
2,1,4,55,0,1,1,noche,Lunes,Ene,SPJC,I,Grupo LATAM,0
2,1,5,5,0,0,1,mañana,Lunes,Ene,SCCF,N,Grupo LATAM,0
2,1,5,15,0,1,1,mañana,Lunes,Ene,SPJC,I,Grupo LATAM,0
2,1,5,20,0,0,1,mañana,Lunes,Ene,SCFA,N,Grupo LATAM,0
2,1,5,20,0,0,1,mañana,Lunes,Ene,SCAR,N,Sky Airline,0
2,1,5,30,0,0,1,mañana,Lunes,Ene,SCCF,N,Grupo LATAM,0
2,1,5,35,0,0,1,mañana,Lunes,Ene,SCDA,N,Sky Airline,0
2,1,5,40,0,0,1,mañana,Lunes,Ene,SBFL,I,Grupo LATAM,0
2,1,5,50,0,0,1,mañana,Lunes,Ene,SCFA,N,Grupo LATAM,0
2,1,5,51,0,0,1,mañana,Lunes,Ene,MPTO,I,Copa Air,0
2,1,5,55,0,0,1,mañana,Lunes,Ene,SPJC,I,Sky Airline,0
2,1,6,0,0,0,1,mañana,Lunes,Ene,SCDA,N,Grupo LATAM,0
2,1,6,5,0,0,1,mañana,Lunes,Ene,SCCF,N,Grupo LATAM,0
2,1,6,5,0,0,1,mañana,Lunes,Ene,SCFA,N,Sky Airline,0
2,1,6,5,0,0,1,mañana,Lunes,Ene,SCCF,N,Sky Airline,0
2,1,6,10,0,0,1,mañana,Lunes,Ene,SBGR,I,Gol Trans,0
2,1,6,20,0,1,1,mañana,Lunes,Ene,SCTE,N,Grupo LATAM,0
2,1,6,25,0,0,1,mañana,Lunes,Ene,SCTE,N,Sky Airline,0
2,1,6,30,0,0,1,mañana,Lunes,Ene,SCFA,N,Grupo LATAM,0
2,1,6,40,0,0,1,mañana,Lunes,Ene,SCIE,N,Sky Airline,0
2,1,6,40,0,1,1,mañana,Lunes,Ene,SCIE,N,Grupo LATAM,0
2,1,6,45,0,1,1,mañana,Lunes,Ene,SCCF,N,Grupo LATAM,0
2,1,6,50,0,0,1,mañana,Lunes,Ene,SPJC,I,Grupo LATAM,0
2,1,6,55,0,1,1,mañana,Lunes,Ene,SCCI,N,Grupo LATAM,1
2,1,7,0,0,1,1,mañana,Lunes,Ene,SPJC,I,Avianca,0
2,1,7,5,0,1,1,mañana,Lunes,Ene,SABE,I,Grupo LATAM,0
2,1,7,10,0,0,1,mañana,Lunes,Ene,SCDA,N,Grupo LATAM,0
2,1,7,20,0,0,1,mañana,Lunes,Ene,SCAT,N,Grupo LATAM,0
2,1,7,20,0,0,1,mañana,Lunes,Ene,SCAT,N,Sky Airline,0
2,1,7,30,0,0,1,mañana,Lunes,Ene,SCFA,N,Sky Airline,0
2,1,7,35,0,0,1,mañana,Lunes,Ene,SCFA,N,Grupo LATAM,0
2,1,7,35,0,1,1,mañana,Lunes,Ene,SPJC,I,Grupo LATAM,0
2,1,7,40,0,1,1,mañana,Lunes,Ene,SCBA,N,Grupo LATAM,0
2,1,7,45,0,1,1,mañana,Lunes,Ene,SCQP,N,Grupo LATAM,1
2,1,7,50,0,0,1,mañana,Lunes,Ene,SBGL,I,Grupo LATAM,1
2,1,7,53,0,0,1,mañana,Lunes,Ene,SKBO,I,Avianca,0
2,1,7,55,0,0,1,mañana,Lunes,Ene,SCCF,N,Grupo LATAM,0
2,1,8,0,0,0,1,mañana,Lunes,Ene,SCQP,N,Sky Airline,0
2,1,8,0,0,0,1,mañana,Lunes,Ene,SABE,I,Grupo LATAM,0
2,1,8,0,0,0,1,mañana,Lunes,Ene,SCCI,N,Sky Airline,0
2,1,8,5,0,0,1,mañana,Lunes,Ene,SAEZ,I,Sky Airline,1
2,1,8,10,0,1,1,mañana,Lunes,Ene,SCAT,N,Grupo LATAM,0
2,1,8,15,0,0,1,mañana,Lunes,Ene,SAEZ,I,Grupo LATAM,0
2,1,8,15,0,0,1,mañana,Lunes,Ene,SCFA,N,Grupo LATAM,0
2,1,8,20,0,0,1,mañana,Lunes,Ene,SKBO,I,Grupo LATAM,0
2,1,8,30,0,0,1,mañana,Lunes,Ene,SBGR,I,Grupo LATAM,0
2,1,8,30,0,1,1,mañana,Lunes,Ene,SCIE,N,Grupo LATAM,0
2,1,8,30,0,0,1,mañana,Lunes,Ene,SUMU,I,Sky Airline,0
2,1,8,40,0,0,1,mañana,Lunes,Ene,SBGR,I,Grupo LATAM,0
2,1,8,50,0,0,1,mañana,Lunes,Ene,SUMU,I,Grupo LATAM,0
2,1,8,55,0,0,1,mañana,Lunes,Ene,SCTE,N,Sky Airline,0
2,1,9,10,0,0,1,mañana,Lunes,Ene,SAME,I,Grupo LATAM,0
2,1,9,15,0,0,1,mañana,Lunes,Ene,SPJC,I,Grupo LATAM,0
2,1,9,20,0,0,1,mañana,Lunes,Ene,SAEZ,I,Grupo LATAM,0
2,1,9,20,0,0,1,mañana,Lunes,Ene,SABE,I,Aerolineas Argentinas,0
2,1,9,30,0,0,1,mañana,Lunes,Ene,SACO,I,Grupo LATAM,0
2,1,9,35,0,0,1,mañana,Lunes,Ene,SCIP,N,Grupo LATAM,0
2,1,9,50,0,0,1,mañana,Lunes,Ene,SCSE,N,Sky Airline,0
2,1,10,0,0,0,1,mañana,Lunes,Ene,SBGR,I,Grupo LATAM,0
2,1,10,10,0,0,1,mañana,Lunes,Ene,SCAR,N,Grupo LATAM,0
2,1,10,25,0,1,1,mañana,Lunes,Ene,SCSE,N,Grupo LATAM,0
2,1,10,30,0,0,1,mañana,Lunes,Ene,SCDA,N,Grupo LATAM,0
2,1,10,35,0,0,1,mañana,Lunes,Ene,SABE,I,Aerolineas Argentinas,0
2,1,10,35,0,1,1,mañana,Lunes,Ene,SCFA,N,Grupo LATAM,0
2,1,11,0,0,1,1,mañana,Lunes,Ene,SCTE,N,Grupo LATAM,0
2,1,11,5,0,0,1,mañana,Lunes,Ene,SCNT,N,Grupo LATAM,0
2,1,11,5,0,0,1,mañana,Lunes,Ene,SCDA,N,Sky Airline,0
2,1,11,20,0,0,1,mañana,Lunes,Ene,SCVD,N,Sky Airline,0
2,1,11,25,0,0,1,mañana,Lunes,Ene,SAME,I,Grupo LATAM,0
2,1,11,35,0,1,1,mañana,Lunes,Ene,SCBA,N,Grupo LATAM,0
2,1,11,45,0,1,1,mañana,Lunes,Ene,SCSE,N,Grupo LATAM,0
2,1,11,45,0,0,1,mañana,Lunes,Ene,SCCF,N,Sky Airline,1
2,1,11,50,0,1,1,mañana,Lunes,Ene,SCCF,N,Grupo LATAM,0
2,1,12,5,0,0,1,tarde,Lunes,Ene,SCFA,N,Sky Airline,0
2,1,12,8,0,0,1,tarde,Lunes,Ene,MPTO,I,Copa Air,0
2,1,12,10,0,0,1,tarde,Lunes,Ene,SCDA,N,Grupo LATAM,0
2,1,12,10,0,1,1,tarde,Lunes,Ene,SCTE,N,Grupo LATAM,0
2,1,12,15,0,0,1,tarde,Lunes,Ene,SBGL,I,Grupo LATAM,0
2,1,12,25,0,0,1,tarde,Lunes,Ene,SCFA,N,Grupo LATAM,0
2,1,12,30,0,0,1,tarde,Lunes,Ene,SBGR,I,Grupo LATAM,0
2,1,12,30,0,0,1,tarde,Lunes,Ene,SCQP,N,Sky Airline,0
2,1,12,30,0,1,1,tarde,Lunes,Ene,SCCI,N,Grupo LATAM,0
2,1,12,45,0,0,1,tarde,Lunes,Ene,SAEZ,I,K.L.M.,0
2,1,12,45,0,1,1,tarde,Lunes,Ene,SCTE,N,Grupo LATAM,0
2,1,12,45,0,0,1,tarde,Lunes,Ene,LIRF,I,Alitalia,0
2,1,12,55,0,1,1,tarde,Lunes,Ene,SCVD,N,Grupo LATAM,0
2,1,13,0,0,1,1,tarde,Lunes,Ene,SCCF,N,Grupo LATAM,0
2,1,13,15,0,1,1,tarde,Lunes,Ene,SCIE,N,Grupo LATAM,0
2,1,13,15,0,0,1,tarde,Lunes,Ene,SCAR,N,Sky Airline,0
2,1,13,20,0,1,1,tarde,Lunes,Ene,SCTE,N,Grupo LATAM,0
2,1,13,25,0,0,1,tarde,Lunes,Ene,SBGL,I,Grupo LATAM,0
2,1,13,30,0,0,1,tarde,Lunes,Ene,SCBA,N,Sky Airline,0
2,1,13,35,0,0,1,tarde,Lunes,Ene,SAEZ,I,Air Canada,1
2,1,13,35,0,0,1,tarde,Lunes,Ene,SAEZ,I,Sky Airline,0
2,1,13,40,0,0,1,tarde,Lunes,Ene,LEMD,I,Iberia,0
2,1,13,40,0,1,1,tarde,Lunes,Ene,SABE,I,Grupo LATAM,1
2,1,13,50,0,1,1,tarde,Lunes,Ene,SCBA,N,Grupo LATAM,0
2,1,14,0,0,1,1,tarde,Lunes,Ene,SCTE,N,Grupo LATAM,1
2,1,14,0,0,1,1,tarde,Lunes,Ene,SCQP,N,Grupo LATAM,0
2,1,14,10,0,1,1,tarde,Lunes,Ene,SCCF,N,Grupo LATAM,1
2,1,14,20,0,0,1,tarde,Lunes,Ene,SBGR,I,Gol Trans,1
2,1,14,25,0,0,1,tarde,Lunes,Ene,LFPG,I,Air France,0
2,1,14,25,0,0,1,tarde,Lunes,Ene,SCFA,N,Grupo LATAM,0
2,1,14,25,0,0,1,tarde,Lunes,Ene,SCFA,N,Sky Airline,0
2,1,14,50,0,0,1,tarde,Lunes,Ene,SCVD,N,Sky Airline,0
2,1,15,5,0,0,1,tarde,Lunes,Ene,SPJC,I,Grupo LATAM,0
2,1,15,10,0,0,1,tarde,Lunes,Ene,SPJC,I,Sky Airline,0
2,1,15,20,0,0,1,tarde,Lunes,Ene,SCCI,N,Sky Airline,0
2,1,15,20,0,0,1,tarde,Lunes,Ene,SAME,I,Grupo LATAM,0
2,1,15,25,0,1,1,tarde,Lunes,Ene,SCTE,N,Grupo LATAM,0
2,1,15,35,0,0,1,tarde,Lunes,Ene,SCDA,N,Grupo LATAM,0
2,1,15,35,0,0,1,tarde,Lunes,Ene,SAEZ,I,Grupo LATAM,1
2,1,15,50,0,0,1,tarde,Lunes,Ene,SCCF,N,Sky Airline,0
2,1,16,5,0,0,1,tarde,Lunes,Ene,SBGR,I,Grupo LATAM,0
2,1,16,16,0,0,1,tarde,Lunes,Ene,SKBO,I,Avianca,0
2,1,16,20,0,1,1,tarde,Lunes,Ene,SPJC,I,Grupo LATAM,1
2,1,16,20,0,0,1,tarde,Lunes,Ene,SCQP,N,Grupo LATAM,0
2,1,16,25,0,1,1,tarde,Lunes,Ene,SCCI,N,Grupo LATAM,0
2,1,16,35,0,1,1,tarde,Lunes,Ene,SCIE,N,Grupo LATAM,0
2,1,16,45,0,0,1,tarde,Lunes,Ene,SABE,I,Aerolineas Argentinas,0
2,1,17,0,0,1,1,tarde,Lunes,Ene,SCSE,N,Grupo LATAM,0
2,1,17,0,0,0,1,tarde,Lunes,Ene,SCSE,N,Sky Airline,0
2,1,17,5,0,1,1,tarde,Lunes,Ene,SCQP,N,Grupo LATAM,0
2,1,17,10,0,1,1,tarde,Lunes,Ene,SEGU,I,Grupo LATAM,0
2,1,17,15,0,0,1,tarde,Lunes,Ene,SCQP,N,Sky Airline,0
2,1,17,15,0,0,1,tarde,Lunes,Ene,SABE,I,Grupo LATAM,0
2,1,17,20,0,1,1,tarde,Lunes,Ene,SCAR,N,Grupo LATAM,0
2,1,17,20,0,0,1,tarde,Lunes,Ene,SCFA,N,Grupo LATAM,0
2,1,17,40,0,0,1,tarde,Lunes,Ene,SACO,I,Grupo LATAM,0
